"Subtype","host.target.pair","hits.count","host.acc.","phages.targeted","target.acc.","hosts.targeting","PPS_location","Spacers"
"I-F","GCF_000520235.1$1_1057160-1107732_NZ_KI518951.1_PHAGE_Pseudo_phi297_NC_016762(20)$RevComp$$merged_1_1589803-1640375_NZ_KK213259.1_PHAGE_Pseudo_phi297_NC_016762(20)$RevComp$$merged_1_17382-67971_JTQX01000032.1_PHAGE_Pseudo_phi297_NC_016762(22)$merged_1_16933-69391_JTME01000018.1_PHAGE_Pseudo_phi297_NC_016762(26)$RevComp$",2,"GCF_000520235.1",3,"1_1057160-1107732_NZ_KI518951.1_PHAGE_Pseudo_phi297_NC_016762(20)$RevComp$$merged_1_1589803-1640375_NZ_KK213259.1_PHAGE_Pseudo_phi297_NC_016762(20)$RevComp$$merged_1_17382-67971_JTQX01000032.1_PHAGE_Pseudo_phi297_NC_016762(22)$merged_1_16933-69391_JTME01000018.1_PHAGE_Pseudo_phi297_NC_016762(26)$RevComp$",1,40044,"c(12, 4)"
"II-A","GCF_000008185.1$3300011990_____Ga0119820_1000420$II-A",4,"GCF_000008185.1",2,"3300011990_____Ga0119820_1000420$merged_avgdist_3300013753_____Ga0119809_1000423$RevComp$",1,35764,"c(53, 50, 17, 10)"
"II-A","GCF_000146405.1$KT337356$II-A",2,"GCF_000146405.1",2,"KT337356$RevComp$$merged_avgdist_KY065452$merged_KY065472$merged_KY065473$merged_KY065488$merged_2_1221219-1261703_ASJO00000000.1_PHAGE_Strept_SMP_NC_008721(12)$merged_KT337341$RevComp$$merged_KT337349$RevComp$$merged_KT337352$RevComp$$merged_1_1479379-1520498_ASHQ00000000.1_PHAGE_Strept_SMP_NC_008721(12)$RevComp$",1,10584,"c(12, 3)"
"I-C","GCF_000154105.1$3300014949_____Ga0134402_100264$I-C",2,"GCF_000154105.1",3,"3300014949_____Ga0134402_100264$RevComp$$merged_avgdist_7000000246_____SRS078176_LANL_scaffold_25884",1,25822,"c(21, 6)"
"I-B","GCF_000158835.2$2_719644-795562_CP001215_PHAGE_Bacill_1$I-B",2,"GCF_000158835.2",4,"2_719644-795562_CP001215_PHAGE_Bacill_1$merged_avgdist_3_3453387-3518138_NC_005945_PHAGE_Bacill_1$RevComp$",1,60870,"c(68, 31)"
"I-B","GCF_000163295.1$1_1134549-1171985_AARG00000000_PHAGE_Clostr_phiMMP04$I-B",2,"GCF_000163295.1",3,"1_1134549-1171985_AARG00000000_PHAGE_Clostr_phiMMP04$RevComp$$merged_avgdist_1_2023949-2058861_CM000440.1_PHAGE_Clostr_phiMMP04_NC_019422(8)",1,31221,"c(20, 15)"
"I-B","GCF_000168595.2$3_1240583-1305401_ADXJ00000000_PHAGE_Lister_B025$I-B",2,"GCF_000168595.2",5,"3_1240583-1305401_ADXJ00000000_PHAGE_Lister_B025$RevComp$$merged_avgdist_AJ312240$RevComp$$merged_3_1280020-1324451_AFGI00000000_PHAGE_Lister_2389$RevComp$$merged_1_1194208-1253590_NC_008555_PHAGE_Lister_2389$RevComp$$merged_2_2788764-2829859_AATL00000000_PHAGE_Lister_2389$RevComp$$merged_1_59-37572_NC_003291_PHAGE_Lister_2389$RevComp$",1,44914,"c(49, 44)"
"I-B","GCF_000204375.2$3_2238717-2372493_ACSJ00000000_PHAGE_Clostr_st$I-B",2,"GCF_000204375.2",1,"3_2238717-2372493_ACSJ00000000_PHAGE_Clostr_st$RevComp$$merged_avgdist_AP008983$RevComp$",1,18850,"c(16, 9)"
"I-E","GCF_000230875.1$18_5312416-5370018_AEZX00000000_PHAGE_Entero_mEp460$I-E",2,"GCF_000230875.1",1,"18_5312416-5370018_AEZX00000000_PHAGE_Entero_mEp460$RevComp$$merged_avgdist_8_2138958-2224083_ADBA00000000_PHAGE_Entero_mEp460",1,37322,"c(26, 10)"
"I-E","GCF_000257725.1$AY129330$RevComp$$merged_1_108-59299_NC_004680_PHAGE_Mycoba_Che8$RevComp$$merged_KF017004$RevComp$$merged_KM215148$RevComp$$merged_KT281793$RevComp$",2,"GCF_000257725.1",1,"AY129330$RevComp$$merged_1_108-59299_NC_004680_PHAGE_Mycoba_Che8$RevComp$$merged_KF017004$RevComp$$merged_KM215148$RevComp$$merged_KT281793$RevComp$$merged_avgdist_KY702574$RevComp$",1,50934,"c(35, 6)"
"I-C","GCF_000290835.1$3_5229703-5278493_ACMB00000000_PHAGE_Bacill_IEBH$I-C",2,"GCF_000290835.1",1,"3_5229703-5278493_ACMB00000000_PHAGE_Bacill_IEBH$merged_avgdist_GU229986$RevComp$",1,30086,"c(8, 7)"
"I-E","GCF_000364625.1$2_3041421-3087618_CP009876_PHAGE_Vibrio_pYD38_A_NC_021534(18)$I-E",2,"GCF_000364625.1",2,"2_3041421-3087618_CP009876_PHAGE_Vibrio_pYD38_A_NC_021534(18)$merged_avgdist_KY271396",1,43400,"c(24, 22)"
"I-E","GCF_000409405.1$7_4572799-4625960_NZ_CP008797_PHAGE_Cronob_ENT47670_NC_019927(17)$merged_5_3941163-3993223_CP010392_PHAGE_Cronob_ENT47670_NC_019927(17)$merged_5_3962302-4014362_CP010361_PHAGE_Cronob_ENT47670_NC_019927(17)$merged_3_1286060-1338076_CP007727.1_PHAGE_Cronob_ENT47670_NC_019927(17)$RevComp$$merged_2_1293925-1345941_CP006659_PHAGE_Cronob_ENT47670_NC_019927(18)$RevComp$$merged_2_1267053-1319069_CP009872_PHAGE_Cronob_ENT47670_NC_019927(17)$RevComp$$merged_6_3950205-4005236_CP006923.1_PHAGE_Cronob_ENT47670_NC_019927(18)$merged_7_4572797-4625960_CP008797.1_PHAGE_Cronob_ENT47670_NC_019927(17)$merged_5_2190307-2236476_AOGQ00000000_PHAGE_Cronob_ENT47670_NC_019927(18)$RevComp$",2,"GCF_000409405.1",1,"7_4572799-4625960_NZ_CP008797_PHAGE_Cronob_ENT47670_NC_019927(17)$merged_5_3941163-3993223_CP010392_PHAGE_Cronob_ENT47670_NC_019927(17)$merged_5_3962302-4014362_CP010361_PHAGE_Cronob_ENT47670_NC_019927(17)$merged_3_1286060-1338076_CP007727.1_PHAGE_Cronob_ENT47670_NC_019927(17)$RevComp$$merged_2_1293925-1345941_CP006659_PHAGE_Cronob_ENT47670_NC_019927(18)$RevComp$$merged_2_1267053-1319069_CP009872_PHAGE_Cronob_ENT47670_NC_019927(17)$RevComp$$merged_6_3950205-4005236_CP006923.1_PHAGE_Cronob_ENT47670_NC_019927(18)$merged_7_4572797-4625960_CP008797.1_PHAGE_Cronob_ENT47670_NC_019927(17)$merged_5_2190307-2236476_AOGQ00000000_PHAGE_Cronob_ENT47670_NC_019927(18)$RevComp$$merged_avgdist_KY271396$merged_5_2967132-3031190_CP000783.1_PHAGE_Cronob_ENT47670_NC_019927(28)$merged_3_768577-815359_CP008700_PHAGE_Cronob_ENT47670_NC_019927(16)$merged_HQ201308$RevComp$$merged_1_1204094-1252736_FN543093.2_PHAGE_Cronob_ENT47670_NC_019927(30)$RevComp$$merged_3_1767028-1799143_NC_017933_PHAGE_Cronob_ENT47670$RevComp$",1,12776,"c(10, 3)"
"II-C","GCF_000441255.1$3_1816883-1876441_AE009948.1_PHAGE_Strept_PH10_NC_012756(17)$II-A",2,"GCF_000441255.1",2,"3_1816883-1876441_AE009948.1_PHAGE_Strept_PH10_NC_012756(17)$merged_avgdist_KY065484$RevComp$$merged_KY363359$RevComp$",1,31270,"c(30, 20)"
"I-B","GCF_000449425.2$7_3881068-3899396_ADEI00000000_PHAGE_Clostr_phiC2$I-B",2,"GCF_000449425.2",6,"7_3881068-3899396_ADEI00000000_PHAGE_Clostr_phiC2$merged_avgdist_HG531805",1,13227,"c(23, 2)"
"I-B","GCF_000449425.2$JX274646$RevComp$$merged_1_642451-687086_CP003194.1_PHAGE_Staphy_SA12_NC_021801(22)$RevComp$$merged_1_643390-687086_NC_017351_PHAGE_Staphy_TEM123$RevComp$",2,"GCF_000449425.2",6,"JX274646$RevComp$$merged_1_642451-687086_CP003194.1_PHAGE_Staphy_SA12_NC_021801(22)$RevComp$$merged_1_643390-687086_NC_017351_PHAGE_Staphy_TEM123$RevComp$$merged_avgdist_JX274647$RevComp$$merged_KC677663$RevComp$",1,25471,"c(20, 8)"
"I-B","GCF_000451325.2$2_402674-472160_ABHE00000000_PHAGE_Clostr_phiMMP04$merged_1_53-45185_FN668942_PHAGE_Clostr_phiMMP04$merged_1_1-43977_NC_017176_PHAGE_Clostr_phiMMP04$merged_5_4072568-4119233_NC_013974.1_PHAGE_Clostr_phi_CD119_NC_007917(26)$RevComp$$merged_5_4072209-4114716_FN668944_PHAGE_Clostr_phiMMP04$RevComp$",2,"GCF_000451325.2",4,"2_402674-472160_ABHE00000000_PHAGE_Clostr_phiMMP04$merged_1_53-45185_FN668942_PHAGE_Clostr_phiMMP04$merged_1_1-43977_NC_017176_PHAGE_Clostr_phiMMP04$merged_5_4072568-4119233_NC_013974.1_PHAGE_Clostr_phi_CD119_NC_007917(26)$RevComp$$merged_5_4072209-4114716_FN668944_PHAGE_Clostr_phiMMP04$RevComp$$merged_avgdist_6_3691113-3748707_ADEI00000000_PHAGE_Clostr_phiMMP04",1,35379,"c(5, 1)"
"II-A","GCF_000469505.1$3300006255_____Ga0099353_1000044$II-A",2,"GCF_000469505.1",1,"3300006255_____Ga0099353_1000044$merged_avgdist_7000000584_____SRS049318_LANL_scaffold_19530$RevComp$",1,39594,"c(5, 4)"
"I-F","GCF_000527255.1$3_1775024-1815060_ABVP00000000_PHAGE_Entero_SfV$I-F",2,"GCF_000527255.1",1,"3_1775024-1815060_ABVP00000000_PHAGE_Entero_SfV$RevComp$$merged_avgdist_KY420199$RevComp$",1,2696,"c(4, 2)"
"I-C","GCF_000569075.1$1_1070426-1111980_CP001840.1_PHAGE_Mycoba_Bernal13_NC_024135(4)$I-C",2,"GCF_000569075.1",1,"1_1070426-1111980_CP001840.1_PHAGE_Mycoba_Bernal13_NC_024135(4)$RevComp$$merged_avgdist_GQ141189",1,37528,"c(35, 22)"
"I-F","GCF_000583375.1$1_114719-153997_APOR01000029_PHAGE_Haemop_SuMu_NC_019455(12)$I-F",2,"GCF_000583375.1",5,"1_114719-153997_APOR01000029_PHAGE_Haemop_SuMu_NC_019455(12)$merged_avgdist_1_297-36488_AMHH01000173_PHAGE_Haemop_SuMu_NC_019455(12)",1,3484,"c(51, 50)"
"I-B","GCF_000613165.1$2_1289686-1335774_CP001602.2_PHAGE_Lister_B025_NC_009812(39)$RevComp$$merged_1_1256386-1302474_CP001604.1_PHAGE_Lister_B025$RevComp$$merged_2_956921-992316_AARS00000000_PHAGE_Lister_B025(30)",2,"GCF_000613165.1",3,"2_1289686-1335774_CP001602.2_PHAGE_Lister_B025_NC_009812(39)$RevComp$$merged_1_1256386-1302474_CP001604.1_PHAGE_Lister_B025$RevComp$$merged_2_956921-992316_AARS00000000_PHAGE_Lister_B025(30)$merged_avgdist_3_2201953-2257926_NC_021837_PHAGE_Lister_B025(34)$merged_1_54-43730_NC_024387_PHAGE_Lister_LP_101_NC_024387(70)$RevComp$$merged_1_62-42609_NC_009812_PHAGE_Lister_B025$RevComp$",1,17852,"c(4, 3)"
"I-E","GCF_000720475.1$2_2774969-2820312_ACEU00000000_PHAGE_Strept_VWB$I-E",2,"GCF_000720475.1",2,"2_2774969-2820312_ACEU00000000_PHAGE_Strept_VWB$merged_avgdist_KT221034$RevComp$",1,12208,"c(4, 2)"
"I-B","GCF_000724285.2$1_4564-58015_AILN00000000.1_PHAGE_Strept_SM1_NC_004996(14)$merged_1_5254-58746_AGOK00000000.1_PHAGE_Strept_PH10_NC_012756(16)$merged_1_5250-58658_AIKK00000000.1_PHAGE_Strept_SM1_NC_004996(14)$merged_1_7336-55438_AGQC00000000.1_PHAGE_Strept_PH10_NC_012756(15)",2,"GCF_000724285.2",4,"1_4564-58015_AILN00000000.1_PHAGE_Strept_SM1_NC_004996(14)$merged_1_5254-58746_AGOK00000000.1_PHAGE_Strept_PH10_NC_012756(16)$merged_1_5250-58658_AIKK00000000.1_PHAGE_Strept_SM1_NC_004996(14)$merged_1_7336-55438_AGQC00000000.1_PHAGE_Strept_PH10_NC_012756(15)$merged_avgdist_1_565-66693_AIKJ00000000.1_PHAGE_Strept_SM1_NC_004996(14)$merged_1_1-63040_AGOJ00000000.1_PHAGE_Strept_PH10_NC_012756(15)",1,26846,"c(28, 9)"
"I-B","GCF_000744935.1$3_1308338-1352925_NC_014925_PHAGE_Staphy_SMSAP5$I-B",2,"GCF_000744935.1",5,"3_1308338-1352925_NC_014925_PHAGE_Staphy_SMSAP5$RevComp$$merged_avgdist_3_1440855-1489564_ANOI01000001.1_PHAGE_Staphy_StauST398_2(11)",1,10485,"c(194, 183)"
"II-A","GCF_000763475.1$3_1280020-1324451_AFGI00000000_PHAGE_Lister_2389$II-A",2,"GCF_000763475.1",2,"3_1280020-1324451_AFGI00000000_PHAGE_Lister_2389$RevComp$$merged_avgdist_AJ312240$RevComp$$merged_1_59-37572_NC_003291_PHAGE_Lister_2389$RevComp$",1,7308,"c(12, 5)"
"I-B","GCF_000833605.1$1_262451-307087_CP003125_PHAGE_Clostr_phiC2$I-B",3,"GCF_000833605.1",2,"1_262451-307087_CP003125_PHAGE_Clostr_phiC2$RevComp$$merged_avgdist_AB823818$merged_1_355-38054_NC_021784_PHAGE_Thermu_OH2_NC_021784(60)",1,30124,"c(24, 7, 1)"
"I-E","GCF_000973665.2$7_750721-795635_AEZU00000000_PHAGE_Stx2_c_86$I-E",2,"GCF_000973665.2",3,"7_750721-795635_AEZU00000000_PHAGE_Stx2_c_86$merged_avgdist_FO818745$merged_1_5334-93617_CP003110_PHAGE_Entero_P1$merged_17_4688033-4809467_ADAV00000000_PHAGE_Entero_P1$merged_9_4445295-4570554_AEIA00000000_PHAGE_Entero_P1$merged_4_2138713-2230994_CP007393.1_PHAGE_Entero_P1_NC_005856(70)$RevComp$$merged_3_2124190-2246945_CP007392.1_PHAGE_Entero_P1_NC_005856(80)$RevComp$$merged_4_4270085-4302186_AFYG00000000_PHAGE_Entero_P1$RevComp$$merged_1_74-91998_ANUZ01000056_PHAGE_Entero_P1_NC_005856(58)$RevComp$",1,4424,"c(30, 17)"
"I-F","GCF_001187975.1$3_1838108-1891669_AM286415.1_PHAGE_Erwini_ENT90_NC_019932(16)$I-F",2,"GCF_001187975.1",2,"3_1838108-1891669_AM286415.1_PHAGE_Erwini_ENT90_NC_019932(16)$RevComp$$merged_avgdist_KT630645$merged_KT630646$merged_8_3264864-3303329_ADUG00000000_PHAGE_Entero_PsP3$merged_1_77585-115172_ARYW01000006.1_PHAGE_Salmon_RE_2010_NC_019488(12)$RevComp$$merged_1_1146383-1181812_AFAD00000000_PHAGE_Salmon_RE_2010",1,18531,"c(7, 1)"
"I-E","GCF_001680585.1$4_1304586-1357344_AE017220.1_PHAGE_Gifsy_1_NC_010392(23)$RevComp$$merged_6_3686686-3738106_AEJH00000000_PHAGE_Entero_mEp460(24)$RevComp$$merged_2_2896884-2940201_CP006053.1_PHAGE_Gifsy_1_NC_010392(36)",2,"GCF_001680585.1",2,"4_1304586-1357344_AE017220.1_PHAGE_Gifsy_1_NC_010392(23)$RevComp$$merged_6_3686686-3738106_AEJH00000000_PHAGE_Entero_mEp460(24)$RevComp$$merged_2_2896884-2940201_CP006053.1_PHAGE_Gifsy_1_NC_010392(36)$merged_avgdist_8_2780529-2830724_CP001363.1_PHAGE_Gifsy_1_NC_010392(52)$merged_7_2753356-2803546_FN424405.1_PHAGE_Gifsy_1_NC_010392(48)$merged_4_2731854-2779222_CP001113.1_PHAGE_Gifsy_1_NC_010392(45)$merged_5_2676641-2724015_CP007804_PHAGE_Gifsy_1_NC_010392(45)$merged_6_2727230-2772291_AP011957.1_PHAGE_Gifsy_1_NC_010392(53)$merged_6_2726693-2777303_CP002487.1_PHAGE_Gifsy_1_NC_010392(49)$merged_6_2728740-2778976_CP002614.1_PHAGE_Gifsy_1_NC_010392(52)$merged_5_2729152-2776256_CP003386.1_PHAGE_Gifsy_1_NC_010392(38)$merged_6_4019127-4066283_CP006602.1_PHAGE_Gifsy_1_NC_010392(49)$merged_5_2728976-2776890_AE006468.1_PHAGE_Gifsy_1_NC_010392(53)$merged_4_4030763-4078181_ABFH00000000_PHAGE_Gifsy_1(35)$merged_3_1934341-1992371_CP003836.1_PHAGE_Gifsy_1_NC_010392(51)$merged_5_2719604-2755979_HG326213.1_PHAGE_Gifsy_1_NC_010392(35)$merged_7_2710608-2749002_AMDX00000000_PHAGE_Gifsy_1(43)$merged_5_2726717-2777303_NC_016810_PHAGE_Gifsy_1(44)$merged_7_3498750-3550630_NZ_CP007235.1_PHAGE_Gifsy_1_NC_010392(40)$merged_7_2895171-2951276_AP014565.1_PHAGE_Gifsy_1_NC_010392(48)$merged_6_2892943-2948390_NZ_AP014565.1_PHAGE_Gifsy_1_NC_010392(50)$merged_5_2726744-2777303_FQ312003.1_PHAGE_Gifsy_1_NC_010392(45)$merged_6_2655377-2695173_AMEH00000000_PHAGE_Gifsy_1(44)$merged_4_2670882-2701528_ABAO00000000_PHAGE_Gifsy_1(25)$merged_4_1282096-1335316_CP001363.1_PHAGE_Gifsy_1_NC_010392(37)$RevComp$$merged_2_1173227-1228307_CP007804_PHAGE_Gifsy_1_NC_010392(35)$RevComp$$merged_9_4701040-4732932_ABEW00000000_PHAGE_Gifsy_1(33)$RevComp$$merged_11_4868529-4888282_ABEW00000000_PHAGE_Gifsy_1(18)$RevComp$$merged_4_3298271-3359359_ABFF00000000_PHAGE_Gifsy_1(41)$RevComp$$merged_9_3864722-3907036_AERV00000000_PHAGE_Gifsy_1(26)$RevComp$$merged_5_3624529-3660112_ABEW00000000_PHAGE_Gifsy_1(27)$RevComp$",1,22794,"c(12, 2)"
"I-C","GCF_001810035.1$3300008276_____Ga0114259_1000076$I-C",2,"GCF_001810035.1",3,"3300008276_____Ga0114259_1000076$merged_avgdist_3300008280_____Ga0114267_100081",1,39890,"c(17, 8)"
"I-F","GCF_001810465.1$1_43381-81442_AXOT01000011_PHAGE_Pseudo_B3_NC_006548(31)$merged_1_223747-264871_AXON01000009_PHAGE_Pseudo_B3_NC_006548(33)$merged_5_5254728-5307828_AP012280.1_PHAGE_Pseudo_B3_NC_006548(28)$RevComp$",2,"GCF_001810465.1",1,"1_43381-81442_AXOT01000011_PHAGE_Pseudo_B3_NC_006548(31)$merged_1_223747-264871_AXON01000009_PHAGE_Pseudo_B3_NC_006548(33)$merged_5_5254728-5307828_AP012280.1_PHAGE_Pseudo_B3_NC_006548(28)$RevComp$$merged_avgdist_3_5348392-5394578_CP008739_PHAGE_Pseudo_B3_NC_006548(23)$RevComp$$merged_3_5342545-5411041_NZ_CP008739.1_PHAGE_Pseudo_B3_NC_006548(29)$RevComp$$merged_2_5416637-5488280_CP008739.1_PHAGE_Pseudo_B3_NC_006548(28)$RevComp$",1,6484,"c(13, 4)"
"I-C","GCF_001812055.1$3300006251_____Ga0099392_100097$I-C",2,"GCF_001812055.1",1,"3300006251_____Ga0099392_100097$merged_avgdist_7000000292_____SRS023958_Baylor_scaffold_44848$RevComp$",1,624,"c(15, 11)"
"I-F","GCF_001836655.1$3_1792776-1858237_NZ_HG974234.1_PHAGE_Pseudo_vB_PaeS_PMG1_NC_016765(55)$I-F",2,"GCF_001836655.1",2,"3_1792776-1858237_NZ_HG974234.1_PHAGE_Pseudo_vB_PaeS_PMG1_NC_016765(55)$merged_avgdist_HQ711985$merged_AF165214$merged_1_37-56248_NC_002484_PHAGE_Pseudo_D3$merged_KM389212$merged_KU199710$merged_KM389210$RevComp$$merged_KM389463$RevComp$",1,60378,"c(5, 4)"
"I-E","GCF_002035995.1$2_2896884-2940201_CP006053.1_PHAGE_Gifsy_1_NC_010392(36)$I-E",2,"GCF_002035995.1",1,"2_2896884-2940201_CP006053.1_PHAGE_Gifsy_1_NC_010392(36)$RevComp$$merged_avgdist_4_3484835-3535440_ABEH00000000_PHAGE_Gifsy_2(27)",1,36539,"c(4, 3)"
"I-E","GCF_002106495.1$7_1211645-1273918_ADTJ00000000_PHAGE_Yersin_413C$I-E",2,"GCF_002106495.1",5,"7_1211645-1273918_ADTJ00000000_PHAGE_Yersin_413C$RevComp$$merged_avgdist_9_4076126-4106223_CP007391.1_PHAGE_Entero_P1_NC_005856(3)$merged_4_1284516-1311485_AFDT00000000_PHAGE_Cronob_ENT39118$RevComp$$merged_2_573468-593052_ADUF00000000_PHAGE_Cronob_ENT39118$RevComp$",1,33815,"c(44, 27)"
"I-C","GCF_002108575.1$3_1173303-1196475_ABZK00000000_PHAGE_Pseudo_73$I-C",2,"GCF_002108575.1",1,"3_1173303-1196475_ABZK00000000_PHAGE_Pseudo_73$merged_avgdist_3300007091_____Ga0104058_100069$RevComp$",1,17212,"c(43, 42)"
"I-E","GCF_002186515.1$KX987158$I-E",2,"GCF_002186515.1",3,"KX987158$merged_avgdist_KY002061",1,47457,"c(15, 5)"
"I-B","GCF_900092375.1$JX846612$RevComp$$merged_JX846613$RevComp$",2,"GCF_900092375.1",4,"JX846612$RevComp$$merged_JX846613$RevComp$$merged_avgdist_KX532239$RevComp$",1,33848,"c(77, 21)"
"I-F","GCF_000178875.2$2_2507887-2544317_NC_009052_PHAGE_Vibrio_Vf33$I-F",3,"GCF_000178875.2",2,"2_2507887-2544317_NC_009052_PHAGE_Vibrio_Vf33$RevComp$$merged_avg_spacersdist_2_2614748-2627725_CP002811_PHAGE_Vibrio_Vf33$RevComp$",1,6902,"c(43, 40, 39)"
"I-B","GCF_000255475.1$2_1781006-1820435_CP000246_PHAGE_Clostr_phi3626_NC_003524(21)$I-B",2,"GCF_000255475.1",2,"2_1781006-1820435_CP000246_PHAGE_Clostr_phi3626_NC_003524(21)$merged_avg_spacersdist_JQ660954$RevComp$",1,22226,"c(17, 15)"
"II-A","GCF_000288195.1$1_553124-603380_CP007631.1_PHAGE_Strept_pyogenes_315_5_NC_004588(19)$II-C",2,"GCF_000288195.1",1,"1_553124-603380_CP007631.1_PHAGE_Strept_pyogenes_315_5_NC_004588(19)$RevComp$$merged_avg_spacersdist_3_2085555-2113602_AEQQ00000000_PHAGE_Lactob_phiAT3",1,14668,"c(11, 4)"
"II-A","GCF_000289635.1$1_625025-666919_AAJP00000000_PHAGE_Strept_phi3396$II-C",2,"GCF_000289635.1",1,"1_625025-666919_AAJP00000000_PHAGE_Strept_phi3396$merged_avg_spacersdist_JX409895$RevComp$$merged_JX409894$RevComp$",1,24252,"c(5, 3)"
"I-C","GCF_000311725.1$1_2223404-2255250_AFCE00000000_PHAGE_Bacill_IEBH$I-C",2,"GCF_000311725.1",1,"1_2223404-2255250_AFCE00000000_PHAGE_Bacill_IEBH$merged_avg_spacersdist_KM236247",1,11256,"c(166, 130)"
"II-C","GCF_000328205.2$4_1086433-1104397_CP002440_PHAGE_Pseudo_73$merged_3_1349225-1366923_ABZM00000000_PHAGE_Pseudo_73$merged_3_1324413-1345688_ABZG00000000_PHAGE_Pseudo_73$merged_3_1173303-1196475_ABZK00000000_PHAGE_Pseudo_73",2,"GCF_000328205.2",2,"4_1086433-1104397_CP002440_PHAGE_Pseudo_73$merged_3_1349225-1366923_ABZM00000000_PHAGE_Pseudo_73$merged_3_1324413-1345688_ABZG00000000_PHAGE_Pseudo_73$merged_3_1173303-1196475_ABZK00000000_PHAGE_Pseudo_73$merged_avg_spacersdist_7000000233_____SRS018573_WUGC_scaffold_18574$RevComp$",1,7446,"c(4, 2)"
"I-E","GCF_000354795.2$2_5143455-5246770_FO203355.1_PHAGE_Entero_PsP3$I-E",2,"GCF_000354795.2",1,"2_5143455-5246770_FO203355.1_PHAGE_Entero_PsP3$RevComp$$merged_avg_spacersdist_3_3534854-3576116_HF536482_PHAGE_Entero_mEp390_NC_019721(12)$RevComp$",1,16575,"c(25, 22)"
"I-F","GCF_000368425.1$4_3180594-3223393_CP010781_PHAGE_Acinet_Bphi_B1251_NC_019541(11)$I-F",2,"GCF_000368425.1",2,"4_3180594-3223393_CP010781_PHAGE_Acinet_Bphi_B1251_NC_019541(11)$merged_avg_spacersdist_6_3311832-3364656_CP001182_PHAGE_Acinet_Bphi_B1251$merged_3_3175076-3227902_NC_021729_PHAGE_Acinet_Bphi_B1251(29)",1,30692,"c(52, 8)"
"I-F","GCF_000400715.1$1_38323-84935_APRZ01000017_PHAGE_Pseudo_PAJU2_NC_011373(7)$I-F",2,"GCF_000400715.1",2,"1_38323-84935_APRZ01000017_PHAGE_Pseudo_PAJU2_NC_011373(7)$RevComp$$merged_avg_spacersdist_3_1872988-1913679_AFDB00000000_PHAGE_Psychr_pOW20_A$RevComp$",1,28858,"c(29, 21)"
"I-C","GCF_000440835.1$EF116926$merged_1_128-36019_NC_008721.2_PHAGE_Strept_SMP_NC_008721(48)$merged_1_1739-35178_EF116926.2_PHAGE_Strept_SMP(46)$merged_1_61-36207_NC_008721_PHAGE_Strept_SMP$merged_2_1661817-1696703_NC_022665_PHAGE_Strept_pyogenes_315_3_NC_004586(24)$RevComp$",2,"GCF_000440835.1",1,"EF116926$merged_1_128-36019_NC_008721.2_PHAGE_Strept_SMP_NC_008721(48)$merged_1_1739-35178_EF116926.2_PHAGE_Strept_SMP(46)$merged_1_61-36207_NC_008721_PHAGE_Strept_SMP$merged_2_1661817-1696703_NC_022665_PHAGE_Strept_pyogenes_315_3_NC_004586(24)$RevComp$$merged_avg_spacersdist_KC348601$RevComp$$merged_KC348602$RevComp$$merged_3_1458176-1493856_AAFA00000000_PHAGE_Strept_3$RevComp$$merged_1_287-34330_KC348602_PHAGE_Strept_pyogenes_315_3_NC_004586(24)$RevComp$$merged_1_20-35853_KC348601_PHAGE_Strept_pyogenes_315_3_NC_004586(23)$RevComp$",1,6166,"c(46, 45)"
"I-B","GCF_000449165.2$KU057941$merged_LN881738$RevComp$",2,"GCF_000449165.2",1,"KU057941$merged_LN881738$RevComp$$merged_avg_spacersdist_LN681535",1,40301,"c(30, 1)"
"I-B","GCF_000449745.1$2_1684921-1741861_FN668375_PHAGE_Clostr_phiC2$I-B",2,"GCF_000449745.1",1,"2_1684921-1741861_FN668375_PHAGE_Clostr_phiC2$merged_avg_spacersdist_3_1623336-1643478_ABHD00000000_PHAGE_Clostr_phiC2",1,49897,"c(3, 2)"
"I-B","GCF_000452005.1$4_1720737-1753481_ABKJ00000000_PHAGE_Clostr_phiC2$I-B",2,"GCF_000452005.1",2,"4_1720737-1753481_ABKJ00000000_PHAGE_Clostr_phiC2$RevComp$$merged_avg_spacersdist_4_3594356-3625294_ABHD00000000_PHAGE_Clostr_phiCD27",1,24484,"c(28, 14)"
"I-B","GCF_000479185.1$1_666827-686527_NC_021281_PHAGE_Burkho_KS10$I-B",2,"GCF_000479185.1",2,"1_666827-686527_NC_021281_PHAGE_Burkho_KS10$RevComp$$merged_avg_spacersdist_5_1731802-1757097_ACUO00000000_PHAGE_Burkho_KS10",1,11458,"c(12, 5)"
"I-C","GCF_000481405.1$6_2453817-2493728_AEVV00000000_PHAGE_Pseudo_D3$I-C",2,"GCF_000481405.1",1,"6_2453817-2493728_AEVV00000000_PHAGE_Pseudo_D3$merged_avg_spacersdist_AP009624$RevComp$$merged_1_51-46762_NC_011373_PHAGE_Pseudo_PAJU2$RevComp$",1,12982,"c(6, 4)"
